text,intent
báo cáo phân đội đã trực ban xong,BAO_CAO
Thầy báo cáo đội hình đã đến vị trí,BAO_CAO
cho em ỏi báo cáo đội mẫu đã có mặt đầy đủ vậy,BAO_CAO
em hỏi với báo cáo điểm danh xong ?,BAO_CAO
xin hỏi lớp báo cáo đầy đủ thế,BAO_CAO
thưa cán bộ tôi xin báo cáo buổi tối đã chuẩn bị xong được không,BAO_CAO
Anh ơi báo cáo hoàn tất nhiệm vụ vậy,BAO_CAO
em hỏi với báo cáo đã hoàn thành nhiệm vụ được không ạ,BAO_CAO
báo cáo thủ trưởng tổ trc báo cáo có mặt thế,BAO_CAO
Anh ơi tôi xin báo cáo buổi sáng đã chuẩn bị xong,BAO_CAO
Thầy ơi đội mẫu báo cáo đầy đủ đi,BAO_CAO
Cho em hỏi tôi xin báo cáo thứ 4 đã chuẩn bị xong,BAO_CAO
Cho em hỏi báo cáo thủ trưởng phân đội đã sẵn sàng?,BAO_CAO
bo cáo công việc nhỉ,BAO_CAO
báo cáo nhóm 1 thiếu một người,BAO_CAO
đồng chí ơi báo cáo đội hình đã tập hợp chứ,BAO_CAO
Thưa cán bộ báo cáo nhóm 1 đã tập ợp được không,BAO_CAO
Báo cáo thủ trưởng xin báo cáo đã xong được không,BAO_CAO
cho em hỏi xin báo cáo đã xong thưa thủ trưởng,BAO_CAO
Đồng chí ơi báo cáo phân đội đã ăn cơm xong được không,BAO_CAO
xin phép thủ trưởng báo cáo có người ốm,BAO_CAO
Đồng chí ơi tôi xin báo cáo 5 giờ chiều đã chuẩn bị xong?,BAO_CAO
báo cáo tổ trực ban thiếu một người đi,BAO_CAO
Xin hỏi tôi báo cáo đã hoàn thành,BAO_CAO
báo cáo thủ trưởng đã thực hiện xong xin báo cáo đi,BAO_CAO
cho em hỏi báo cáo trung đội thiếu một người vậy,BAO_CAO
anh ơi báo cáo nhóm 1 đủ quân nhỉ,BAO_CAO
thầy ơi báo cáo đội mẫu đã ăn cơm xong được không ạ,BAO_CAO
bao cao thu truong bao cao lop da den vi tri vay,BAO_CAO
cho em hỏi báo cáo đội hình đã tập hợp được không,BAO_CAO
báo cáo thủ trưởng tiểu đội đã sẵn sàng thưa thủ trưởng,BAO_CAO
bao cao nhom 1 da den vi tri duoc khong,BAO_CAO
thưa cán bộ báo cáo thủ trưởng tiểu đội đã sẵn sàng,BAO_CAO
tổ trực báo cáo có mặt thế,BAO_CAO
Tổ trực báo cáo có mặt được không ạ,BAO_CAO
cho hoi bao cao trung doi thieu mot nguoi di,BAO_CAO
thầy ơi báo cáo có người ốm vậy,BAO_CAO
Báo cáo lớp đã trực ban xong chứ,BAO_CAO
em hỏi với báo cáo tổ trực ban đủ quân ?,BAO_CAO
xin phép thủ trưởng báo cáo nhóm 1 đã ăn cơm xong,BAO_CAO
em hỏi với báo cáo tổ trực ban đã ăn cơm xong đấy,BAO_CAO
Báo cáo tiểu đội đã có mặt đầy đủ được không,BAO_CAO
báo cáo tổ trực nhật đã đến vị trí ạ,BAO_CAO
Đã thực hiện xong xin báo cáo,BAO_CAO
Xin hi nhóm 1 đã làm xong nhiệm vụ,BAO_CAO
Báo cáo trung đội đã trực ban xong vậy,BAO_CAO
đồng chí ơi xin báo cáo đã xong được không ạ,BAO_CAO
thưa cán bộ đội hình đã làm xong nhiệm vụ,BAO_CAO
Cho hỏi báo cáo thủ trưởng đội hình đã sẵn sàng,BAO_CAO
trung đội báo cáo đầy đủ ?,BAO_CAO
Thầy ơi báo cáo thủ trưởng phân đội đã sẵn sàng vậy,BAO_CAO
báo cáo thủ trưởng báo cáo đại đội đủ quân đấy,BAO_CAO
Em hoi voi bao cao co nguoi om a,BAO_CAO
cho hỏi báo cáo đại đội đủ quân,BAO_CAO
báo cáo có người ốm được không ạ,BAO_CAO
xin hỏi trung đội đã làm xong nhiệm vụ nhỉ,BAO_CAO
Báo cáo tổ trực nhật đủ quân,BAO_CAO
báo cáo công việc,BAO_CAO
đồng chí ơi tôi báo cáo đã hoàn thành nhỉ,BAO_CAO
Báo cáo đầy đủ chứ,BAO_CAO
đã thực hiện xong xin báo cáo đi,BAO_CAO
đồng chí ơi tôi xin báo cáo tuần sau đã chuẩn bị xong,BAO_CAO
Báo cáo thủ trưởng báo cáo nhóm 2 đã trực ban xong,BAO_CAO
thầy ơi báo cáo tổ trực ban thiếu một người,BAO_CAO
thay oi bao cao to truc nhat da an com xong ?,BAO_CAO
báo cáo thủ trưởng đã thực hiện xong xin báo cáo vậy,BAO_CAO
Cho hỏi báo cáo công vic,BAO_CAO
Thua thu truong to truc bao cao co mat nhi,BAO_CAO
anh ơi báo cáo có người ốm?,BAO_CAO
thưa cán bộ tổ trực báo cáo có mặt nhỉ,BAO_CAO
Cho em hỏi báo cáo nhóm 2 đã trực ban xong,BAO_CAO
đã hoàn thành xin báo cáo thủ trưởng,BAO_CAO
thưa cán bộ báo cáo tiểu đội đã có mặt đầy đủ thế,BAO_CAO
cho em hoi bao cao diem danh xong nhi,BAO_CAO
Cho hỏi báo cáo trung đội đã trc ban xong thế,BAO_CAO
Cho em hỏi tôi báo cáo đã hoàn thành ạ,BAO_CAO
đồng chí ơi báo cáo đã hoàn thành nhiệm ụ,BAO_CAO
xin hỏi tôi báo cáo đã hoàn thành ?,BAO_CAO
anh ơi báo cáo trung đội vắng hai người,BAO_CAO
anh ơi nhóm 2 đã làm xong nhiệm vụ,BAO_CAO
em hỏi với báo cáo nhóm 1 đủ quân vậy,BAO_CAO
báo cáo điểm danh xong được không ạ,BAO_CAO
Tiểu đội báo cáo đầy đủ chứ,BAO_CAO
thay oi bao cao nhom 2 du quan ?,BAO_CAO
Xin hỏi báo cáo tiểu đội đã ăn cơm xong đấy,BAO_CAO
Thưa thủ trưởng báo cáo điểm danh xong đấy,BAO_CAO
báo cáo hân đội đã đến vị trí?,BAO_CAO
báo cáo đại đội thiếu một người?,BAO_CAO
thưa thủ trưởng báo cáo nhóm 1 đã tập hợp đi,BAO_CAO
Thưa thủ trưởng báo cáo đầy đủ ?,BAO_CAO
anh ơi báo cáo tổ trực nhật vắng hai người chứ,BAO_CAO
báo cáo thủ trưởn báo cáo có người ốm ạ,BAO_CAO
Cho em hỏi báo cáo tiểu đội đủ quân đấy,BAO_CAO
báo cáo thủ trưởng báo cáo điểm danh xong thế,BAO_CAO
xin bao cao da xong nhi,BAO_CAO
Cho hỏi báo cáo có người ốm ạ,BAO_CAO
tổ trực báo cáo có mặt thưa thủ trưởng,BAO_CAO
cho em hoi bao cao co nguoi om thua thu truong,BAO_CAO
Đồng chí ơi báo cáo nhóm 1 đã tập hợp?,BAO_CAO
Anh ơi báo cáo độ mẫu đủ quân?,BAO_CAO
Thua thu truong bao cao day du,BAO_CAO
báo cáo thủ trưởng tôi báo cáo lên cấp trên đi,BAO_CAO
Thầy ơi báo cáo đội hình đã có mặt đầy đủ thế,BAO_CAO
Thưa cán bộ báo cáo có người ốm ?,BAO_CAO
báo cáo thủ trưởng báo cáo đội hình vắng hai người thưa thủ trưởng,BAO_CAO
Cho em hỏi báo cáo lớp đã ăn cơm xong ?,BAO_CAO
thưa thủ trưởng báo cáo đầy đủ thưa thủ trưởng,BAO_CAO
cho hỏi tôi xin báo cáo thứ 2 đã chuẩn bị xong vậy,BAO_CAO
xin phép thủ trưởng t trực báo cáo có mặt thưa thủ trưởng,BAO_CAO
Thầy báo cáo thủ trưởng đội mẫu đã sẵn sàng,BAO_CAO
tổ trực báo cáo có mặt ?,BAO_CAO
anh ơi báo cáo nhóm 1 đủ quân?,BAO_CAO
báo cáo hoàn tất nhiệm vụ thưa thủ trưởng,BAO_CAO
em hỏi với tôi báo cáo đã hoàn thành chứ,BAO_CAO
báo cáo đã hoàn thàn nhiệm vụ ạ,BAO_CAO
Thay oi bao cao diem danh xong,BAO_CAO
thưa thủ trưởng đại đội báo cáo đầy đủ đấy,BAO_CAO
Tổ trực báo cáo có mặt được không,BAO_CAO
Em hi với báo cáo tiểu đội đã ăn cơm xong ạ,BAO_CAO
thưa cán bộ báo cáo đã hoàn thành nhiệm vụ đi,BAO_CAO
báo cáo tổ trực ban đã ăn cơm xong nhỉ,BAO_CAO
Xin hỏi báo cáo phân đội đã có mặt đầy đủ,BAO_CAO
Em hỏi với báo cáo nhóm 2 đã có mặt đầy đủ đi,BAO_CAO
Báo cáo thủ trưởng lớp báo cáo đầy đủ,BAO_CAO
báo cáo thủ trưởng đội hình báo cáo đầy đủ,BAO_CAO
báo cáo thủ trưởng báo cáo đầy đủ,BAO_CAO
thưa cán bộ tiểu đội đã làm xong nhiệm vụ đấy,BAO_CAO
đồng chí ơi báo cáo điểm danh xong,BAO_CAO
Cho hỏi báo cáo công việc,BAO_CAO
Thưa cán bộ báo cáo nhóm 2 thiếu một người thưa thủ trưởng,BAO_CAO
thưa cán bộ đã thực hiện xong xin báo cáo,BAO_CAO
thưa cán bộ đội hình đã làm xong nhiệm vụ đi,BAO_CAO
xin phép thủ trưởng báo cáo tổ trực ban đã ăn cơm xong ?,BAO_CAO
xin phép thủ trưởng báo cáo thủ trưởng trung đội đã sẵn sàng,BAO_CAO
Thầy ơi báo cáo tổ trực nhật đã trực ban xong ?,BAO_CAO
xin báo cáo đã xong đi,BAO_CAO
Cho hỏi báo cáo đội hình thiếu một người thế,BAO_CAO
Cho em hỏi báo cáo nhóm 1 đủ quân chứ,BAO_CAO
đồng chí ơi báo cáo phân đội đã ăn cơm xong,BAO_CAO
Da thuc hien xong xin bao cao,BAO_CAO
báo cáo đại đội vắng hai người,BAO_CAO
bao cao thu truong to truc bao cao co mat a,BAO_CAO
báo cáo lớp đã có mặt đầy đủ thế,BAO_CAO
thưa cán bộ báo cáo công việc vậy,BAO_CAO
đồng chí lớp đã làm xong nhiệm vụ,BAO_CAO
xin hoi bao cao tieu doi thieu mot nguoi ?,BAO_CAO
xin phep thu truong bao cao dai doi da co mat day du vay,BAO_CAO
đồng chí ơi báo cáo đại đội đã trực ban xong?,BAO_CAO
xin hỏi báo cáo đã hoàn thành nhiệm vụ?,BAO_CAO
xin phép thủ trưởng báo cáo thủ trưởng đội hình đã sẵn sàng được không,BAO_CAO
thưa cán bộ xin báo cáo đã xong?,BAO_CAO
báo cáo có người ốm được không,BAO_CAO
Thưa cán bộ báo cáo nhóm 1 thiếu một người được không,BAO_CAO
dong chi oi toi bao cao da hoan thanh vay,BAO_CAO
đồng chí ơi báo cáo lớp đã ăn cơm xong?,BAO_CAO
Cho em hỏi báo cáo hoàn tất nhiệm vụ được không ạ,BAO_CAO
Em hỏi với báo cáo đã hoàn thành nhiệm vụ đi,BAO_CAO
anh ơi báo cáo đầy đủ nhỉ,BAO_CAO
báo cáo phân đội đã ăn cơm xong đấy,BAO_CAO
Báo cáo tiểu đội đã có mặt đầy đủ thưa thủ trưởng,BAO_CAO
cho em hỏi đã hoàn thành in báo cáo thủ trưởng,BAO_CAO
cho em hỏi báo cáo điểm danh xong,BAO_CAO
thầy ơi bo cáo có người ốm được không ạ,BAO_CAO
thưa cán bộ tôi báo cáo lên cấp trên,BAO_CAO
xin phép thủ trưởng đã hoàn thành xin báo cáo thủ trưởng được không ạ,BAO_CAO
báo cáo đầy đủ,BAO_CAO
Thay oi bao cao nhom 1 vang hai nguoi ?,BAO_CAO
em hỏi với tôi báo cáo đã hoàn thành nhỉ,BAO_CAO
xin hỏi nhóm 2 đã làm xong nhiệm vụ ?,BAO_CAO
Em hỏi với đã hoàn thành xin báo cáo thủ trưởng,BAO_CAO
thưa thủ trưởng báo cáo hoàn tất nhiệm vụ thưa thủ trưởng,BAO_CAO
Đồng chí ơi báo cáo lớp đủ quân đi,BAO_CAO
báo cáo tổ trực ban đã trực ban xong?,BAO_CAO
Xin phép thủ trưởng báo cáo thủ trưởng trung đội đã sẵn sàng,BAO_CAO
thưa thủ trưởng tôi xin báo cáo ngày kia đã chuẩn bị xong?,BAO_CAO
xin phép thủ trưởng báo cáo công việc nhỉ,BAO_CAO
anh ơi xin báo cáo đã xong,BAO_CAO
anh ơi tôi báo cáo đã hoàn thành ạ,BAO_CAO
thưa thủ trưởng tôi xin báo cáo sáng nay đã chuẩn bị xong,BAO_CAO
báo cáo thủ trưởng báo cáo hoàn tất nhiệm vụ thế,BAO_CAO
thưa thủ trưởng báo cáo công việc thế,BAO_CAO
đồng chí ơi báo cáo thủ trưởng tổ trực nhật ã sẵn sàng ?,BAO_CAO
xin hỏi tôi báo cáo đã hoàn thành,BAO_CAO
bao cao da hoan thanh nhiem vu,BAO_CAO
Đồng chí ơi xin báo cáo đã xong ?,BAO_CAO
cho em hỏi tổ trực báo cáo có mặt được không,BAO_CAO
đồng chí ơi tổ trực báo cáo có mặt,BAO_CAO
thưa thủ trưởng báo cáo trung đội đã ăn cơm xong nhỉ,BAO_CAO
Báo cáo trung đội đủ quân vậy,BAO_CAO
báo cáo nhóm 2 đã ăn cơm xong chứ,BAO_CAO
đã hoàn thành xin báo cáo thủ trưởng chứ,BAO_CAO
Em hoi voi tieu doi bao cao day du duoc khong a,BAO_CAO
thưa cán bộ xin báo cáo đã xong,BAO_CAO
Cho hỏi đã hoàn thành xin báo cáo thủ trưởng ?,BAO_CAO
thưa cán bộ báo cáo điểm danh xong,BAO_CAO
cho em hỏi báo cáo hoàn tất nhiệm vụ,BAO_CAO
báo cáo có người ốm vậy,BAO_CAO
báo co thủ trưởng tôi báo cáo lên cấp trên ?,BAO_CAO
Thưa cán bộ báo cáo điểm danh xong ạ,BAO_CAO
Thưa thủ trưởng báo cáo công việc nhỉ,BAO_CAO
Thưa thủ trưởng báo cáo tiểu đội đã ăn cơm xong được không,BAO_CAO
Báo cáo nhóm 2 đã tập hợp,BAO_CAO
Báo cáo thủ trưởng tổ trực nhật đã sẵn sàng đấy,BAO_CAO
đồng chí ơi đã thực hiện xong xin báo cáo?,BAO_CAO
báo cáo thủ trưởng báo cáo công việc được không ạ,BAO_CAO
báo cáo phân đội đã đến vị trí vậy,BAO_CAO
lớp báo cáo đầy đủ chứ,BAO_CAO
Anh ơi trung đội báo cáo đầy đủ,BAO_CAO
anh tổ trực nhật báo cáo đầy đủ nhỉ,BAO_CAO
báo cáo đã hoàn thành nhiệm vụ,BAO_CAO
báo cá nhóm 2 đã tập hợp,BAO_CAO
Xin phép thủ trưởng báo cáo nhóm 1 đã có mặt đầy đủ thưa thủ trưởng,BAO_CAO
thưa thủ trưởng báo cáo đội mẫu vắng hai người?,BAO_CAO
Thưa cán bộ tôi xin báo cáo 5 giờ chiều đã chuẩn bị xong,BAO_CAO
cho hỏi báo cáo nhóm 1 đủ quân đấy,BAO_CAO
thưa thủ trưởng báo cáo đội mẫu đã trực ban xong được không ạ,BAO_CAO
tôi báo cáo đã hoàn thành được không,BAO_CAO
đồng chí ơi tổ trực báo cáo có mặt vậy,BAO_CAO
thầy ơi báo cáo có người ốm ạ,BAO_CAO
bao cao thu truong bao cao day du ?,BAO_CAO
tổ trực ban báo cáo đầy đủ ạ,BAO_CAO
thầy ơi báo cáo điểm danh xong chứ,BAO_CAO
thầy báo cáo lớp đã ăn cơm xong,BAO_CAO
thầy ơi báo cáo đầy đủ chứ,BAO_CAO
thưa thủ trưởng xin báo cáo đã xong thưa thủ trưởng,BAO_CAO
Báo cáo đi mẫu vắng hai người thế,BAO_CAO
Em hỏi với báo cáo nhóm 1 đã ăn cơm xong chứ,BAO_CAO
báo cáo thủ trưởng báo cáo có người ốm?,BAO_CAO
anh ơi báo cáo nhóm 1 đã có mặt đầy đủ chứ,BAO_CAO
Báo cáo đầy đủ,BAO_CAO
em hỏi ới tôi báo cáo đã hoàn thành thưa thủ trưởng,BAO_CAO
xin hỏi tôi báo cáo lên cấp trên,BAO_CAO
báo cáo thủ trưởng tôi báo cáo lên cấ trên được không,BAO_CAO
thưa thủ trưởng nhóm 2 báo cáo đầy đủ nhỉ,BAO_CAO
Đồng chí ơi báo cáo tiểu đội đã đến vị trí nhỉ,BAO_CAO
thầy ơi tôi báo cáo lên cấp trên,BAO_CAO
đã thực hiện xong xin báo cáo,BAO_CAO
xin phép thủ trưởng tổ trực báo cáo có mặt?,BAO_CAO
Đồng chí ơi báo cáo đầy đủ,BAO_CAO
xin phép thủ trưởng xin báo cáo đã xong,BAO_CAO
Báo cáo thủ trưởng báo cáo đại đội vắng hai ngưi được không ạ,BAO_CAO
thưa cán bộ xin báo cáo đã xong ạ,BAO_CAO
Thua can bo toi bao cao len cap tren,BAO_CAO
Đồng chí ơi báo cáo tổ trực ban vắng hai người?,BAO_CAO
tầy ơi báo cáo đội mẫu đã đến vị trí đấy,BAO_CAO
báo cáo thủ trưởng xin báo cáo đã xong,BAO_CAO
đại đội báo cáo đầy đủ thế,BAO_CAO
Thưa thủ trưởng lớp báo cáo đầy đủ vậy,BAO_CAO
xin hỏi báo cáo điểm danh xong ạ,BAO_CAO
báo cáo thủ trưởng tôi xin báo cáo khi nào đã chuẩn bị xong?,BAO_CAO
em hỏi với báo cáo tổ trực nhật thiếu một người nhỉ,BAO_CAO
em hỏi với báo cáo nhóm 2 đã đến vị trí,BAO_CAO
báo cáo thủ trưởng xin báo cáo đã xong?,BAO_CAO
em hỏi với đã hoàn thành xin báo cáo th trưởng ?,BAO_CAO
Anh cho em ra ngoài chút đi,XIN_PHEP
xin hỏi cho em xin nghỉ 12 giờ chứ,XIN_PHEP
xin hỏi cho em xin nghỉ ngày mai ?,XIN_PHEP
anh ơi xin phép đi khám bệnh chứ,XIN_PHEP
Xin hỏi em xin phép vắng vì có việc gia đình vậy,XIN_PHEP
báo cáo thủ trưởng cho em xin phép về sớm,XIN_PHEP
xin hỏi cho tôi nghỉ vì có giỗ ?,XIN_PHEP
Xin hỏi cho em xin phép thưa thủ trưởng vậy,XIN_PHEP
xin phép thủ trưởng em muốn xin phép vắng,XIN_PHEP
Xin phep xuong nha an truoc vay,XIN_PHEP
xin phép đi khám bệnh,XIN_PHEP
thầy xin nghỉ tập,XIN_PHEP
Xin phép thủ trưởng cho tôi nghỉ vì bị sốt nhỉ,XIN_PHEP
Đồng chí ơi xin nghỉ tập được không ạ,XIN_PHEP
xin hoi cho toi nghi buoi toi nay thua thu truong,XIN_PHEP
Thủ trưởng cho em xin nghỉ đau bụng thưa thủ trưởng,XIN_PHEP
cho hỏi tôi xin phép vì có việc gấp thưa thủ trưởng,XIN_PHEP
em hỏi với em xin phép vắng vì phải về quê,XIN_PHEP
xin hỏi anh cho em ra ngoài chút thưa thủ trưởng,XIN_PHEP
thưa cán bộ xin nghỉ tập ?,XIN_PHEP
Thưa cán bộ xin nghỉ tập chứ,XIN_PHEP
thầy ơi cho em xin phép thưa thủ trưởng ?,XIN_PHEP
thầy ơi cho tôi nghỉ buổi buổi trưa được không,XIN_PHEP
cho em hỏi anh cho em ra ngoài chút được không,XIN_PHEP
Xin phép thủ trưởng anh cho em ra ngoài chút thế,XIN_PHEP
cho hỏi xin phép không tham gia buổi lúc nào,XIN_PHEP
Cho toi nghi buoi 5 gio chieu nhi,XIN_PHEP
đồng chí ơi anh cho em ra ngoài chút ?,XIN_PHEP
Đồng chí ơi tôi xin phép nghỉ tuần sau ạ,XIN_PHEP
Thầy ơi em xin phép ra ngoài một chút,XIN_PHEP
xin phép thủ trưởng em xin phép đi gặp gia đình đấy,XIN_PHEP
cho em xin nghỉ thứ 3,XIN_PHEP
xin phép thủ trưởng tôi xin phép vì đi khám bệnh,XIN_PHEP
Báo cáo thủ trưởng tôi xin phép nghỉ 5 giờ sáng được không,XIN_PHEP
xin phép thủ trưởng cho em xin nghỉ buổi tối ?,XIN_PHEP
xin hỏi xin phép không tham gia buổi tuần tới,XIN_PHEP
Báo cáo thủ trưởng cho em xin phép về sớm đấy,XIN_PHEP
đồng chí ơi cho em xin phép thưa thủ trưởng thế,XIN_PHEP
Tôi xin phép nghỉ 8 giờ được không,XIN_PHEP
Thưa thủ trưởng xin phép không tham gia buổi hôm nay,XIN_PHEP
xin phép thủ trưởng xin phép vắng mặt buổi ngày kia đi,XIN_PHEP
em hoi voi xin phep di kham benh,XIN_PHEP
xin phép thủ trưởng xin phép vắng mặt buổi ngày mai thế,XIN_PHEP
Cho em hỏi xin phép đi khám bệnh đi,XIN_PHEP
thầy ơi em xin phép ra ngoài một chút?,XIN_PHEP
đồng chí ơi xin phép đi khám bệnh ạ,XIN_PHEP
báo cáo thủ trưởng tôi xin phép nghỉ 3 giờ chiều ạ,XIN_PHEP
Anh ơi thủ trưởng cho em xin ngỉ ốm được không ạ,XIN_PHEP
thưa thủ trưởng xin phép đi viện đi,XIN_PHEP
anh ơi cho tôi xin phép về thăm nhà,XIN_PHEP
thưa thủ trưởng in phép đi viện,XIN_PHEP
xin phép không tham gia buổi 7 giờ tối,XIN_PHEP
Thưa cán bộ xin phép nghỉ học 8 giờ đi,XIN_PHEP
xin phép thủ trưởng xin phép nghỉ học đầu tuần được không ạ,XIN_PHEP
xin phép thủ trưởng cho ra cổng ?,XIN_PHEP
đồng chí ơi em xin phép vắng vì mệt,XIN_PHEP
thầy ơi em xin phép đi gặp gia đình nhỉ,XIN_PHEP
xin phép nghỉ học chủ nhật ?,XIN_PHEP
thầy ơi xin phép vắng mặt buổi sáng mai ạ,XIN_PHEP
đồng chí ơi cho tôi xin phép ra ngoài đi,XIN_PHEP
em xin phép ra ngoài một chút thưa thủ trưởng,XIN_PHEP
cho hỏi cho em xin nghỉ buổi sáng nay,XIN_PHEP
cho em hỏi thủ trưởng cho em xin nghỉ việc đột xuất nhỉ,XIN_PHEP
anh ơi cho em xn nghỉ tuần tới ?,XIN_PHEP
thầy em xin phép đi gặp gia đình được không,XIN_PHEP
thưa cán bộ thủ trưởng cho em xin nghỉ có lịch khám nhỉ,XIN_PHEP
thầy ơi em muốn xin phép vắng nhỉ,XIN_PHEP
thầy ơi xin phép xuống nhà ăn trước đấy,XIN_PHEP
Thầy ơi xin nghỉ tập nhỉ,XIN_PHEP
Thay oi toi xin phep nghi cuoi tuan di,XIN_PHEP
Cho tôi xin phép về thăm nhà chứ,XIN_PHEP
thưa thủ trưởng tôi xin phép vì ốm,XIN_PHEP
em hỏi với em xin phép ra ngoài một chút chứ,XIN_PHEP
báo cáo thủ trưởng xin phép thủ trưởng cho ra cổng đi,XIN_PHEP
cho toi nghi vi phai ve que vay,XIN_PHEP
Xin hỏi xin phép thủ trưởng cho ra cổng thưa thủ trưởng,XIN_PHEP
Xin nghỉ tập được không ạ,XIN_PHEP
anh ơi xin phép thủ trưởng cho ra cổng?,XIN_PHEP
đồng chí ơi cho em xin phép thưa thủ trưởng,XIN_PHEP
em hỏi với anh cho em ra ngoài chút vậy,XIN_PHEP
thầy ơi xin phép đi khám bệnh chứ,XIN_PHEP
xin hỏi xin phép đi viện được không,XIN_PHEP
thủ trưởng cho em xin nghỉ đi khám bệnh chứ,XIN_PHEP
Xin phép thủ trưởng cho ra cổng được không,XIN_PHEP
cho em hỏi em xin phép vắng vì đi viện đấy,XIN_PHEP
xin phép thủ trưởng cho em xin nghỉ tuần sau vậy,XIN_PHEP
xin phép nghỉ học thứ 2?,XIN_PHEP
em hỏi với cho em xin phép thưa thủ trưởng thưa thủ trưởng,XIN_PHEP
xin phép đi viện ạ,XIN_PHEP
cho hỏi xin phép thủ trưởng cho ra cổng thưa thủ trưởng,XIN_PHEP
anh ơi cho em xin phép về sớm thế,XIN_PHEP
báo cáo thủ trưởng tôi xin phép nghỉ tuần này,XIN_PHEP
Thầy ơi em xin phép ra ngoài một chút đấy,XIN_PHEP
Thầy ơi em xin phép vắng vì đau đầu đi,XIN_PHEP
Thưa thủ trưởng em xin phép vắng vì việc đột xuất đấy,XIN_PHEP
cho hỏi em xin phép ra ngoài một chút nhỉ,XIN_PHEP
Em hỏi với cho tôi xin phép ra ngoài thế,XIN_PHEP
Cho em hỏi xin phép đi khám bệnh vậy,XIN_PHEP
cho tôi xin phép về thăm nhà đi,XIN_PHEP
Cho tôi nghỉ vì có giỗ được không ạ,XIN_PHEP
xin hỏi thủ trưởng cho em xin nghỉ đau đầu được không ạ,XIN_PHEP
xin phep thu truong em xin phep ra ngoai mot chut nhi,XIN_PHEP
xin phép thủ trưởng tôi xin phép vì có lịch khám,XIN_PHEP
tôi xin phép vì đi khám bệnh ?,XIN_PHEP
Cho hỏ cho tôi nghỉ buổi tuần sau ạ,XIN_PHEP
bao cao thu truong thu truong cho em xin nghi dau dau,XIN_PHEP
cho tôi nghỉ buổi buổi sáng đấy,XIN_PHEP
em hỏi với tôi xin phép đi vệ sinh,XIN_PHEP
Thưa cán bộ cho em xin phép thưa thủ trưởng,XIN_PHEP
báo cáo thủ trưởng em xin phép vắng vì đau đầu nhỉ,XIN_PHEP
anh oi xin nghi tap vay,XIN_PHEP
đồng chí ơi cho em xin phép về sớm vậy,XIN_PHEP
thầy ơi anh cho em ra ngoài chút vậy,XIN_PHEP
xin hỏi xin phép vắng mặt buổi thứ 7,XIN_PHEP
cho hoi cho em xin phep ve som di,XIN_PHEP
xin nghỉ tập,XIN_PHEP
thưa thủ trưởng xin phép đi khám bệnh được không ạ,XIN_PHEP
Em hỏi với em xin phép ra ngoài một chút đấy,XIN_PHEP
em xin phép ra ngoài một chút ạ,XIN_PHEP
Tôi xin phép vì mệt,XIN_PHEP
cho hỏi cho tôi xin phép ra ngoài thưa thủ trưởng,XIN_PHEP
cho em hỏi xin phép nghỉ học lúc nào đấy,XIN_PHEP
em hỏi với xin phép không tham gia buổi tối nay được không,XIN_PHEP
cho em hỏi xin phép đi khám bệnh nhỉ,XIN_PHEP
Xin hỏi anh cho em ra ngoài chút vậy,XIN_PHEP
thưa thủ trưởng xin phép không tham gia buổi lúc nào nhỉ,XIN_PHEP
xin phép thủ trưởng xin phép đi viện thưa thủ trưởng,XIN_PHEP
anh ơi xin phép đi khám bệnh ạ,XIN_PHEP
Xin hỏi em xin phép vắng vì mệt được khng,XIN_PHEP
xin hỏi cho em xin phép về sớm vậy,XIN_PHEP
em hỏi với em muốn xin phép vắng,XIN_PHEP
Thầy ơi cho em xin phép về sớm nhỉ,XIN_PHEP
in hỏi xin nghỉ tập,XIN_PHEP
em hỏi với cho em xin phép thưa thủ trưởng được không ạ,XIN_PHEP
Xin hỏi xin nghỉ tập đấy,XIN_PHEP
cho hỏi thủ trưởng cho em xin nghỉ đi khám bệnh chứ,XIN_PHEP
Thủ trưởng cho em xin nghỉ phải về quê ạ,XIN_PHEP
thưa thủ trưởng cho em xin php thưa thủ trưởng đấy,XIN_PHEP
anh ơi em xin phép vắng vì bị sốt,XIN_PHEP
Thầy ơi xin phép không tham gia buổi 5 giờ sáng đi,XIN_PHEP
thầy ơi xin nghỉ tập ?,XIN_PHEP
Cho em hỏi thủ trưởng cho em xin nghỉ có việc gia đình?,XIN_PHEP
báo cáo thủ trưởng tôi xin phép đi vệ sinh đi,XIN_PHEP
xin phép không tham gia buổi tuần sau thưa thủ trưởng,XIN_PHEP
thưa cán bộ tôi xin phép vì đi khám bệnh,XIN_PHEP
xin hỏi xin phép xuống nhà ăn trước ?,XIN_PHEP
đồng chí ơi em xin phép vắng vì mệt?,XIN_PHEP
anh ơi em xin phép đi gặp gia đình nhỉ,XIN_PHEP
thưa thủ trưởng xin nghỉ tập ạ,XIN_PHEP
thưa cán bộ cho tôi nghỉ buổi thứ 4 chứ,XIN_PHEP
xin phép thủ trưởng tôi xin phép đi vệ sinh đi,XIN_PHEP
Xin hỏi cho em xin nghỉ thứ 6,XIN_PHEP
Thầy ơi cho em xin nghỉ buổi sáng vậy,XIN_PHEP
xin phép xuống nhà ăn trước thưa thủ trưởng,XIN_PHEP
thầy ơi anh cho em ra ngoài chút nhỉ,XIN_PHEP
xin hỏi cho tôi nghỉ vì có việc gấp đi,XIN_PHEP
